Designator,Footprint,Quantity,Value,LCSC Part #
C1,0402,1,100nF 50V,
C2,0402,1,4.7uF 10V,
DIFF_DRV1,DFN-8_L3.0-W3.0-P0.65-BL-EP,1,SIT3088ETK,C601076
J1,JST_XH_S4B-XH-A_1x04_P2.50mm_Horizontal,1,S4B-XH-A,
R1,0402,1,100,
SW1,SW-TH_D2F-L-A,1,D2F-L-A,C726013
